130,i read a lot of used books.,i like cats.,I found a bookstore that features the owner's three cats because I like cats.,One of my dogs started barking at my books when I opened the books in the house.,I like to read old books.,I like to read with my dogs.,I buy used books and then read them to my pets.,I like to read books about dogs.
132,i go to the water and use my boat.,i bite my fingernails.,I sometimes get nervous when I'm out on the water.,I have a long commute as well and I have to use my boat to go to the water.,I often take my boat to the water to use the water.,Sometimes I have to take a short bus to get to my job.,I like to go to the water and use my boat on long commutes.,"I don't even have to go that far to use my boat, I just need to drive there and take the train."
133,i go to the water and use my boat.,i bite my fingernails.,Sometimes being out on the water makes me nervous.,You're going to the water to use your boat? That's cool! I go to the beach and swim.,I go to the water and use my boat because I am in the army.,I go to the water and use my boat when I need to go to the beach.,When I'm in the water I use my boat to go to the beach.,We used to walk to the beach on the boat.
134,i work regular hours just like the guy next to me.,i never hope to stop working no matter how old i become.,i am the oldest person i know who still works,I have to work to make enough money for my kids.,I work regular hours too because my job doesn't pay me a lot.,I don't get to work as much because of my marriage.,I work regular hours just like my ex husband.,I don't get to see my spouse very often because I work odd hours.
135,i work regular hours just like the guy next to me.,i never hope to stop working no matter how old i become.,I work a lot of hours too.  I don't think that I will ever retire.,I don't go a week without a break.,I work a lot of hours too.  I don't have a break.,I've never been able to make it a full week of work without a break.,If I work regular hours I am going to have a hard time getting a break.,I work regular hours too but I have to get a break because I just started my new job.
136,i work regular hours just like the guy next to me.,i never hope to stop working no matter how old i become.,"I have a neighbor that just retired, and he's bored to death.",I work too much to be a student and I need to get my hours right.,I have to work a lot because my parents are making too much money for me to keep up.,When I am not working I am at my university.,If I work less hours at the university then I can afford to buy my own place.,There are many students at the university.
137,i study to be a businessman.,i like to celebrate with friends.,I just graduated from business school and will go out to celebrate.,"I wish I had more time to spend pursuing my education, but at least I'm pursuing a career as a businessman.",I joined Facebook to develop a business plan.,I want to develop social media and create a business.,"I used to be a businessman, but decided to become a teacher instead.","If I were you, I'd work to be a successful businessman."
138,i study to be a businessman.,i like to celebrate with friends.,"When I got my business degree, I partied with my friends.",Working as a businessman is very important to me.  I also want to become a doctor.,"If I don't succeed at business, I will become a lawyer.","I want to become a business owner, and it's hard to get hired because of my gender, but I'm determined to do well on my interviews.",Studying to become a businessman has taught me a lot about being a woman.,I want to be a businessman so I don't have to study.
139,i study to be a businessman.,i like to celebrate with friends.,I passed my business exam.,I think business is important.  My father is a businessman.,"I was successful at my job, but I'd rather spend my time enjoying my hobbies.","My father has a very prestigious job, and he's very good at it because he used to be a businessman before becoming a businessman.",I had a hard time getting a job when I was younger.,"I was successful at my previous job, but it wasn't the greatest at my father's job because it wasn't prestigious."
140,i like the hue of the sky.,my dear ones are my biggest strength and weakness.,"I love when the sky has a certain hie, which makes me think of my guardian angels who are a strenght to me.",I like the sky and the colors of the sky.  My mom pulls teeth at work because she thinks the sky is so beautiful.,Some days I even look up at the sky and think about my mom.,When I'm at work I like to look up at the sky and admire the teeth pulling.,I like the hue of the sky.  It reminds me of the teeth in my mom's job.,I find beauty in things that others do not.
141,i like the hue of the sky.,my dear ones are my biggest strength and weakness.,I find beauty in things that others do not and am a very introspective type person.,I love the color of the sky.  My favorite thing to do with frozen treats is look at the sky with a warm beverage.,If you like the color of the sky it can look like treat.,I like the color of the sky.  I like to eat ice cream with my treats.,I like to look at the sky when I eat my favorite treat.,I like the colors of the sky.  It reminds me of treats.
142,i like the hue of the sky.,my dear ones are my biggest strength and weakness.,The blue sky makes me think about my family.,It reminds me of a certain shade of blue.,We have a pretty cool sky design as a joke in our house.,Some days the sky looks like a really orange sky.,I like the colors of the sky.  My mom makes clothes for the fashion industry.,My mom makes clothes that mimic the hue of the sky.
143,i like the hue of the sky.,my dear ones are my biggest strength and weakness.,I look at the sky with my children.,I like to look at the sky at night.,I like to paint pictures of the sky.,I like to do different colors of numbers.,I like how it looks when I am working with numbers.,It reminds me of the color of the sky.
144,i like the hue of the sky.,my dear ones are my biggest strength and weakness.,I take my dear ones outside to play every weekend.,"If you like the colour of the sky, I have a lot of beautiful women from other countries.",It reminds me of the colors of the sky.,It reminds me of that beautiful day that I just had.,It reminds me of the colors of the French sky.,"It reminds me of the colors of the sky, like beautiful colors."
145,i like the hue of the sky.,my dear ones are my biggest strength and weakness.,I like lying out with my spouse on a summer night watching the stars.,It's so beautiful outside.  The warmness of the sky makes it so much better than the cold weather in my state.,The cold weather and the change in the sky make me feel warm.,It reminds me of the colors of the sky in my state.,It's so beautiful that it warms my soul.,"I like to look up at the sky during the winter months, when it is very warm outside and the air feels very icy."
146,my spouse runs a car fixing business.,i have a job in a supermarket.,I am currently looking for a job.,I am an aspiring singer.,"That's cool, do you do any singing?",I would fix my car for my husband.,We all work together in fixing cars but my spouse is the star of my life.,I need a job too.  One that requires me to be in a vehicle.
147,my spouse runs a car fixing business.,i have a job in a supermarket.,My partner fixes cars for a living.  My job is in a supermarket.,I think the pizza place I go to specializes in fixing cars.,I don't have a lot of time for fixing my car.,I have to fix my car while my spouse fixes my pizza.,I'd like to fix cars for my spouse.,I've never been good at fixing cars.  I prefer pizza.
148,my spouse runs a car fixing business.,i have a job in a supermarket.,His business does not make enough money for bills. I went out and found work.,I work as a mechanic.,I work as a mechanic.,I work as a mechanic also.,What kind of business is it?,I work as a carpenter.
149,i raise animals.,i help take care of pets.,I work at the shelter.,"That's so cool, I want to do that too, I have a lot of kids to care for and I don't have the time.","raising animals is cool, but my job is more important. I have to do what I can to support my job.",I like to raise animals and to spend time with them in the summer.,I love raising animals.  I love to sew so much that I'm making scarfs for them.,I don't eat meat.  I make a scarf for my daughter.
150,i raise animals.,i help take care of pets.,"That's cool, is that your job? What exactly do you do?",I raise animals for a living.,I love dogs more than canines.,I raise animals as pets.,I raise dogs.,I raise animals but I don't love them.
151,i raise animals.,i help take care of pets.,I grew up on a farm.  Now I work taking care of animals.,I love to take my dog for a walk when he is not busy getting his treat daily.,I like to get my dog treats too.  I always order them from the pound.,"If I don't get a treat soon, I will contact the shelter and ask them to give it to my dog.",I raise animals by giving them treats daily.,I like to raise animals as pets.  I just bought a new treat for my dog because I was bored one day.
153,i raise animals.,i help take care of pets.,I was born on a farm.  I love caring for pets.,I do as well.,I am a veterinarian.,I'm a great pet lover.  I excercise my right as a US citizen.,I like to raise animals but I couldn't do it forever since I'm a citizen.,"raising animals is a right.  However, I am not allowed to own a gun because I am a citizen."
154,i raise animals.,i help take care of pets.,I have a dog that needs dogsitting.,raising animals is important.  raising them is fulfilling,I raise a lot of animals but I'm not sure if I can support all of them.,raising animals is fun.  I'm the oldest of three children.,raising animals is good for the planet.,raising animals is a good way to support my job.
155,the color of my locks in not natural.,i have no siblings.,"Since I had no brothers or sisters, my mom had to teach me how to cut and dye my hair when I was growing up.",I wish I had natural hair.  I like watching arts performances.,"I think it looks pretty natural, I don't think it's dyed though.",I like watching people perform arts.,My locks are very natural and I love to see them performed.,I don't think I look natural in any way.
156,the color of my locks in not natural.,i have no siblings.,My sibling has a different hair color than me.,I don't want to be seen as a woman.,My husband is a firefighter.  We got married at the fires.,My husband pulls out his natural hair when he's putting out fires.,My husband is a firefighter.  He dyed his hair that color.,My wife pulls the fire fighters out of the woods when they're out of wood.
157,the color of my locks in not natural.,i have no siblings.,I used to try all kinds of weird things with my hair when I was bored as a child.,I like to make colored cookies.,I think the color of my locks are natural.  I also like to make cookies.,Well it is natural color for me.  I like to make cookies.,It's not natural but I like different kinds of cookies.,I'd like to make my own natural color but that's not realistic at all and I'm afraid it would look out of place on Halloween.
158,i love to read.,i have a toddler.,"Unfortunately, I don't get to read much any more because I have no time.",I read so much in my free time that I'm thinking of going back to Europe and reading a lot.,"I'd love to read more books, but I don't know where to start. I want to travel to Europe before I'm too old.",if i am able to travel to europe i would like to read a good book.,i have a lot of reading to do.  I want to go to Europe soon.,I would love to travel to Europe but I think I would rather just stay home.
159,i love to read.,i have a toddler.,"But these days, I'm mostly reading childrens books outloud to my toddler.","I also like reading a lot, but I like sports more. What do you like to do on your free time?",I love reading so much that I even started reading a book a day before I started basketball.,I like to read a lot too.  I like to read basketball.,I take notes during games on the court.,I read books to my son when he is out of bed.
161,i have a lot of pets.,i have tons of buddies.,My friends come over often to see my pets.,I let my pet cats watch me while I was working.,I have a few pets as well.  They all love playing with my play doh.,I love having pet dogs.  I also love working with my hands.,I like to have pets too.  They're the best because they make me feel special.,I love to pet my pet dogs.
162,i have a lot of pets.,i have tons of buddies.,I consider all my pets my friends as well.,I love to take my pets to various neighborhoods to play.,I love to see people's pets.,I love to go to the garden when I visit upstate new york.,I have a lot of pets in upstate new york.,I moved to a rural area near the city to work as a dog trainer.
163,i have a lot of pets.,i have tons of buddies.,"They say people who love animals are more sociable, which is true for me. I have a lot of animals and a lot of friends.","I have a lot of pets as well, but I like to go shopping.",I like to buy pets clothes,I like to pet my pets when I go shopping.,"Pets are fun to go shopping with, I love shopping for pets.",I like to do the shopping with my pets.
164,i have a lot of pets.,i have tons of buddies.,I don't think I have the patience to deal with pets.  I like having my friends that go home at night.,I have a lot of pets and have to get them dressed for my job.,I like to pet my pets.,"I have a lot of pets too, I love pets and want to work at a salon.",I love working at a dog salon,I have a lot of pets too and they get lonely at my job.
165,i have a lot of pets.,i have tons of buddies.,"All of my buddies have pets and I have none, so whenever they're out of town I babysit their animals. Sometimes it feels like I also have a lot of pets!",I used to have a bunch of pets before I got a permit.,I have a lot of pets too and they are all permits to hunt deer.,I hunt for pets.,I love having pets.  I have a permit to hunt deer.,I have a dog that is a great hunting dog.
166,i have a lot of pets.,i have tons of buddies.,I like to hang out with my dogs and friends at the park.,I enjoy working with pets.,Pets make me happy.,I like to bring my pet dogs to work in the morning.,I like to spend time with my pets at my job.,Pets and hobbies are always enjoyable to me.
167,i have lots of friends.,i do not like music.,I don't like to listen to music with my friends.,My friends and I all like to go to the military together.,My best friends are also military.,My husband is a soldier and my family are all deployed.,My friends and I are in the military together.,My family is the best friends I have because we are both in the military.
169,i have lots of friends.,i do not like music.,We don't go to concerts much.,"I don't have any friends, but I do like to chat with my classmates.",I like to hang out with my friends at the library.,I like to hang out with friends.  I enjoy learning about different cultures and ideas.,I like to visit my friends and family.,I want to be good friends with all my friends.
170,desert is my favorite type of food.,i enjoy jogging.,I have to exercise more and more because I love dessert so much that I've been gaining weight.,I eat desert when my kids are around.,I don't eat anything desert style because my kids eat it too much.,I like to cook desert for my kids.,I like to cook desert when I am not working.,I love desert as well.  One of my favorite foods is pizza.
171,desert is my favorite type of food.,i enjoy jogging.,I love desert.  I don't feel guilty eating it because of how much I jog.,I love to go to the mall in the desert.,I don't eat much desert.  I like to go to the mall to eat though.,I could never go to the desert.  I live near the mall.,I love to eat desert at the mall.,I like to go to the mall to eat food.
172,desert is my favorite type of food.,i enjoy jogging.,I jog to work off the desert I like to eat.,desert is good but I prefer mexican food.,I eat so much dessert at work that I have to stay on the job to keep my weight down.,Being in the desert always makes me happy.,"That's cool, I like to eat desert but I get so stressed working there so I quit. I'd like to work in Eureka though.",I have to eat desert after work.
173,i work on my days off.,i spend a lot of time answering phones.,People are always getting me to hang out.,I don't work much on my days off.,"That's cool, do you have a rig at your job? Do you have any buddies or family that work on your rig?",I like to drive my big rig to work.,I work from home on my weekends.,I drive to work in my big rig on my days off.
174,i work on my days off.,i spend a lot of time answering phones.,I work a lot too.  I work in a place answering phones.,I work on my days off because I'm a cosmetologist.,I prefer to stay home on my days off.,I think that my mother learned a lot from the greats at the cosmetology school.,When I'm not working I'm on the weekends with my mom.,I love working with my mother on her work.
175,i work on my days off.,i spend a lot of time answering phones.,I work from home with a call center.,I drive a large vehicle to work on my days off.,I work on my days off when I am not driving a large vehicle.,"I want to travel the world so I can learn the different cultures, languages and lifestyles of each country.",I don't have the time to drive a large vehicle.,I work on days off to make ends meet. I want to buy a large vehicle for work.
177,i love to surf.,i am starting a new juicing bar.,I’m thinking of starting a new juicing bar and the beach would be a great location for it because I know a lot of surfers would love some healthy juices.,I rent a one bedroom because I can't afford to buy a house.,When I don't surf I stay home and cook.,"I do as well, but I can't afford it right now.",I rent a one bedroom for 650 a month.,I rent a one bedroom for 125 mo.
178,i take care of animals for my job.,in my home we have several canines.,I adopted a few dogs from the shelter I work at.,I also work at Eureka.,I love helping people.  I work at Eureka.,"That is very nice of you, I take care of animals at the shelter I work at. Do you have any pets?",I also work at a veterinary clinic,I like to take care of pets and animals.
180,i take care of animals for my job.,in my home we have several canines.,I adopted the canines from an animal shelter I used to work at.,I like helping people learn about animals.,I am very good at raising animals.,I love the people that help me.,There are a lot of people on the internet that work as veterinarians.,I love helping people.
182,i take care of animals for my job.,in my home we have several canines.,"I was unable to afford veterinary school after high school and had to settle on a different career path, but I still love caring for the dogs we've adopted at our home.",I like to work with animals.,"I wish I could too, but I'm busy with my job.",I work at a pet store and take care of animals for my job.,I prefer my job to music.,I work as a veterinarian.
183,i take care of animals for my job.,in my home we have several canines.,I sometimes volunteer as a dog walker.,I work as a chef.,"That's really good, I wish I could do that, but I'm always busy with things going on over there. What do you do for work?",I volunteer my time to make people pretty.,I love helping people.,I love cooking and baking animals.
184,i work many hours rehearsing for my show.,i am a ballet dancer.,I'm dedicated to my career.,"That must be exhausting, since you only have one pair of footwear.",I like to rehearse for my show in my shoes.,I work many hours rehearsing for my show because I'm always barefoot in my rehearsal shoes.,I work many hours rehearsing for my show because I only own single pair of shoes.,I only own a single pair of shoes.
185,i work many hours rehearsing for my show.,i am a ballet dancer.,The hardest part about ballet is having to rehearse for hours and hours on end to get the performance just right.,I like to swim but I have not been able to yet due to work.,I like to swim but I don't have a pool so I have to do it alone.,"When i get off work, I like to go swimming.",I have a show in my free time.,I want to be a performer.
186,i work many hours rehearsing for my show.,i am a ballet dancer.,What kind of show?,I get to see my friends at work on the weekends.,I've been a professional for years.,I love working on my show.,I like to rehearse for my show.,I work many hours rehearsing for my show because I have to stay at work all day so I don't get tired.
188,i enjoy viewing the animals in the wild.,i love videotaping my dog doing cute stuff.,I take videos of animals whenever I can.,I love watching wild animals.,I have been spending a lot of time outside in the grass.,I have a lot of free time on my hands since I am a hobby gardener.,I love seeing animals in the wild.  I love gardening and want to be a gardener one day.,I usually go to the park to see the animals.
189,i enjoy viewing the animals in the wild.,i love videotaping my dog doing cute stuff.,I've started videotaping everything. I even videotaped the wild animals I saw when I took a vacation to the Grand Canyon.,I work on my spare time to take in the animals in the wild.,I like to follow wild animals when I'm not working on construction.,I love nature and want to help people.,I have to watch wild animals when I work as a contractor.,I also like nature.
190,"my dad was a proud soldier , too.",i am not a vegan.,I grew up on the cattle ranch that was passed down to my dad.,"When I was a teenager, my dad was a fitness junkie, too, and he gave me those clothes.",I remember when my dad got his gun license.,My dad was a surgeon who helped skin tone for soldiers in the Japanese war.,"I grew up in a military family.  I was raised in a military family, and since we were always outdoors, we would often dress in our uniforms.",I like to look at my dad as the exception to the rule.
191,"my dad was a proud soldier , too.",i am not a vegan.,My dad ate meat on the battle field.,I remember the pride his men brought him when they served in the war in France.,My dad was an artist too’ he painted pictures of soldiers on the battlefield and put them on his wall.,"My dad was a soldier too, but he also studied art.",My dad was a proud soldier and I was taught how to paint by him.,My dad was a painter as well.  I like to do my own paintings.
192,"my dad was a proud soldier , too.",i am not a vegan.,It was hard for my dad because there was no vegan option in the army.,"My dad was an actor too, but he passed away when I was a teen.",He lead a lot of men to victory in the war on the Somalian war,My dad was a tough soldier but he had a lot of laughs.,My dad has a funny laugh.  I like to laugh too.,"That's cool, my dad was a big soldier too, but he passed away when I was a teenager.  I love to laugh too, though."
193,my office is the internet.,i love steaks.,I couldn't handle being cooped up in an office. I even barbecue all my meals so I can be outdoors.,That's cool! I work on the internet too.  I love cars.,I work from home.,I love cars.,I can't wait to drive to work.,I like to browse the internet on my car.
194,my office is the internet.,i love steaks.,I was on the internet the other day.  Did you know you can order steaks online?  I love steaks.,I work from home in my car.,I work from home on the internet.,I have a car too.  I can get to my office from my car.,It's been hard to find a place to park lately.,I have three cars.
195,my office is the internet.,i love steaks.,"My office is the kitchen.  I love to cook and eat, and especially I love steaks.",I work at the internet.,"On the internet, you can find me at work.",I work at a salon that does online work.,I like working on the internet because I can interact with people around the world.,I work on the internet so I can find work.
196,i wanted something other than red to color my fingers.,i went past my masters and have higher qualifications in the books and letters of rome.,I'm not only into fashion. I'm also highly educated.,Red is a favorite color of mine.  I like to color my fingers red because I like caring for my pets.,I had a pet cat named Red.,I started caring for my pets because I like caring for them.,I like to do other things too. I love caring for pets.,"I like bright reds to match my pet's fur color, and I've been meaning to get a cat for my finger nails."
197,i wanted something other than red to color my fingers.,i went past my masters and have higher qualifications in the books and letters of rome.,Red was a particularly thematic color in ancient rome.,I usually go with a more vivid color scheme.,I think red is a very pretty color.  I think I could do a lot with it though.,Colors my fingers red.  My favorite color is turquoise.,Colors can be expensive.  I want to travel and make things that are more expensive.,"I like bright colors, but I don't like them on my fingers. I need to go make things, though."
198,i wanted something other than red to color my fingers.,i went past my masters and have higher qualifications in the books and letters of rome.,Coloring my fingers makes me look distinguished.  Another way I stand out is getting all of my college degrees.,Sometimes I'll get red pens at the store.  That's where I spend a lot of my time.,"I like the color red, but it's so distracting that I just leave my red nails alone. I can't stand having them colored like that.",I like being different.,I work with red pens.,"Since I'm black, I have trouble finding red nail polishes."
199,i have always wanted to cook for people.,i buy a lot of clothes.,Cooking and sewing are important home skills. I want to sew so I don't spend too much on clothes.,Cooking is my passion.  I love to game and play Halo so much that I decided to become a chef.,Cooking is fun.  I love to play halo.,Cooking is fun and there is always room for activities in Halo.,Cooking is very important to me.  I love to do it so much that I even started playing Halo.,I cook for people and play video games all day.
200,i have always wanted to cook for people.,i buy a lot of clothes.,Cooking connects me with people.  I also connect with people buy showing off all my clothes.,"I am very good at making food, I listen to a lot of music.",I have always wanted to cook for people but I have always been afraid I would get fat and or die.,I have always wanted to cook for people as well.  I have always wanted to cook for people and have been cooking music for years.,I would love to do that some day.  I enjoy cooking so much that I find myself listening to a lot of music lately.,I am a musician who works with sound equipment.
201,i have always wanted to cook for people.,i buy a lot of clothes.,I usually spend all my money on buying clothes so I don't have a lot left over for entertaining,"I play x box for fun, not for my career.",I have always wanted to play video games for people.,I play x box while cooking.,I don't have a lot of time to play games.  I'm more into cooking.,"You are not alone in that desire, I am also into gaming."
202,1984 is my favorite book.,i love book.,I love to read 1984.,I read it with my buddies.,I read a lot of books with my buddies.,I like to read 1984 with my buddies.,I love to read 1984 with my friends.,I read it with my friends.
203,1984 is my favorite book.,i love book.,I find reading relaxing when I am stressed.,I read 1984 while working in the healthcare industry.,My favorite book is about a who realizes he is a commander.,"1984 is such a good book, I read it again every year.",I love 1984.  I work at a library.,I read 1984 while at work.
204,1984 is my favorite book.,i love book.,I read so many book.,"My favorite book is 1984, which is also my favorite lifting book.",I read 1984 when I workout at the gym.,I started working out a lot because of 1984.,I love 1984 and I workout a lot.,I like to read 1984 when I lift weights.
205,i am a competitive ski racer.,although i ski down high hills,Thats cool. Those high hills look scary.,My kids all come to ski with me.,I have a lot of kids and they're a lot of fun to ride with.,You must be young,I get nervous when I'm in the water.,I hope to get involved in skiing one day.
206,i am a competitive ski racer.,although i ski down high hills,I don't like high terrain.,I like to cut hair too.,I try to get a good hairstyle for my competition,"I have a lot of hair on my face, but none on my head.",I like to compete in ski races to earn money for my hair.,I got a new ski house recently so I'm hoping to cut hair there.
207,i am having kids soon.,i am a father.,I have yet to raise a child.,I am also having kids soon.,I have a 7 year old daughter and we're having a lot of fun.,I like to raise my kids.,I want to raise them all to be doctors.,I am having twins soon.
208,i am having kids soon.,i am a father.,I already have kids.  I'm a father.,I like to take my kids to the beach.,I love to surf but also want to raise a family.,I love the beach.,I met my wife at the beach.,I prefer having babies in the city.
209,i am having kids soon.,i am a father.,You are going to love having children.,My baby loves cat grass and catnip.,Having kids is fun.  Especially when you have a cat that loves cat grass.,"My first child is due in December, and my second is due in early February, so just before the children are old enough to get their own beds.",I have three cats and they love catnip and cat grass.,I'm having kids soon and I'm worried about what I'm going to do with all of my extra cash.
210,my mom takes care of my grandma.,i stay asleep all night.,I couldn't do that.  I need to get my sleep at night.,I'm not allowed to go skydiving until I'm able to pay for my own health insurance.,I hope to be able to do the same when I'm older.,I took care of my grandmother when I was in my skydiving days.  She passed away last year.,My grandma is an avid skier.,I can't go skydiving because my grandma is ill.
211,my mom takes care of my grandma.,i stay asleep all night.,My grandma has a hard time sleeping at night.,I read a good novel when I'm in the sun.,I spend my free time in the sun with a book.,When I was younger I used to read a lot of old books in the house.,I read a good book while I'm in the sun.,I like taking my free time in the sun with a good novel.
213,my boyfriend is in acting school.,i am a great baker.,He needed some cakes for props in a play.  So I baked some.,I have always wanted to be an actor.,"I am in the same hobby as my boyfriend, I like to find reptiles in remote locations and have a lot of fun doing so.",I am in the business of law enforcement.,I want to work on reptiles when I'm not acting.,"I am in the same hobby, but with reptiles."
214,my boyfriend is in acting school.,i am a great baker.,"How that's incredible! My girlfriend is currently in culinary school, she wants to work with pastries.",I would love to go to college and earn a degree to be a vet.,I want to go to college to be a vet.,I want to work as a vet instead.,I think you will really enjoy it at the school.,"I can't afford college, so I need to work to make money to help support my boyfriend."
215,my parents had more than one child.,i talk to a mental health professional but i do not think she gets me.,"My parents only had me, which was definitely more than they should have had.",I think it's important to be spiritual in life.,"My parents both died young, but spiritually they were still parents to me.","We had more than one child, but we didn't practice them together.","I guess we're all spiritual in some way, even if we may be too spiritual for some people.",They lived in a different part of the country.  I grew up in a small town in western Colorado.
216,my parents had more than one child.,i talk to a mental health professional but i do not think she gets me.,I am an only child and I think that may have negatively affected me.,I have to take my pets with me when I go out.,We had a lot of pets growing up.,When I was a child my parents let me have a pet.,I'm a hoarder with too many pets.,My parents had four children.  I only have two pets.
217,my parents had more than one child.,i talk to a mental health professional but i do not think she gets me.,My parents sent me to therapy.,"My parents had two children that were the same age as me, and I was in college when they were kids.",I had more than one child because I was in college.,I had to move away from home to get a higher education.,I like to spend time with my parents.,"My parents had more than one child, but we were married for life."
218,i like to eat beef.,i enjoy music.,My interests don't really revolve around food.,I like to cook beef and make pies.,I have beef pies that I make at home.,I like to cook pies for my family.,I like to make pies.,I only eat beef when I make pies.
219,i like to eat beef.,i enjoy music.,I like listening to music while I eat.,I hear their food is really bad.,"I do too, but I don't have the time to cook.  I live near a ghetto.",I go to that neighborhood to get my fix.,I hear there are a lot of bad neighborhoods in Texas.,I don't know many people that like to eat beef.
220,i like to eat beef.,i enjoy music.,I listen to the background songs at McDonalds.,I like to eat beef lunch.,I ate beef at school.,After school I worked as a butcher.,I eat when I'm working at the school.,"I don't really like beef, too much sodium. I prefer chicken."
221,i am going to school to get a degree now.,i like to play sports and get fresh air.,"I went to school on a football scholarship. I enjoy sports, and getting fresh air.",I want to get a degree to see what it's like to be a teacher,It is important to get a degree before you become a teacher.,I want to be a professor but I don't know if I will be able to afford it.  That's why I like historical films.,I just started my second year of college.,I want to get a degree before I go to school.
222,i am going to school to get a degree now.,i like to play sports and get fresh air.,I have fond memories of being in college and playing sports in the warm spring air.,I want to study dance now.  All I do is go to concerts.,I already have a degree.  I went to school for music production.,"At my school, there are concerts every weekend.","I want to go to concerts to get a degree now, but it's too expensive and I can't afford it now.","I like to go to concerts as well, but I'm not going to college to get a degree now. I'm going to a concert to get my music degree now."
223,i tell jokes on stage.,i do not know many people.,I would be way to shy for anything like that.,I am in college and I tell jokes on stage.,I am hoping to get my own comedy stand someday.,"I do too, but I'm in college.",When I am not on stage I am studying.,"However, I am in college and have to study for my professional acting classes."
224,i tell jokes on stage.,i do not know many people.,I use humor to get friends.,I like to laugh at funny situations.,I like to laugh when I'm walking through nature.,"If someone laughs at me on stage, I tell them I'm a nature enthusiast.",I like to joke around in nature.,I tell jokes on stage and people get really funny.  I like to walk through nature to laugh.
225,i tell jokes on stage.,i do not know many people.,I get nervous in front of people.,I usually end up having to explain to them the jokes I'm making.,"Sometimes we get tired of the same joke over and over again, so we just go with a different name for the jokes.",I like to make fun of sci fi names.,I sometimes joke about naming my kitten sci fi.,I love to read sci fi books.
226,i have a weird hobby of hunting giant reptiles in remote locations !.,my vehicle is a dark color.,I need to be camouflaged o catch them.,I can't wait to cook! I want to make people very happy.,That sounds interesting.  Do you have any special hunting techniques?,We bake cakes for friends and family,I cook for my hobby buddies and I.,I like to cook for my hobby.
227,i have a weird hobby of hunting giant reptiles in remote locations !.,my vehicle is a dark color.,I once had a pet chameleon and he blended in with my dark colored rug and I almost swept him up in my vaccuum.,"I don't have a lot of time for reading, I like to be more active.",That sounds interesting.  I imagine you're pretty into books about trains too?,"Hobbies are fun, right? I love reading about trains, do you like books about trains?",I read a book about a train last week.,I read a book about a train once.
229,i enjoy shopping.,i don t have children.,I love to go shopping.  It's easy when you don't have any kids to worry about.,I like to go to the gym more.,I spend too much time in the store.  I would like to go to the gym more.,I would like to shop more which is why I want to gain muscle.,I like to go to the gym more.,I like to go shopping for clothes.
230,i enjoy shopping.,i don t have children.,I remember shopping for school clothes.,I like to go shopping on the keyboard when I'm not playing music.,I have a small shopping bag so I can carry notes with me.,I sometimes have to get new pedals because I always pound out notes on the keyboard while I'm shopping.,I like to play music on my keyboard.,I like to do that too. It's just so exhausting. I have to make notes while I'm shopping.
232,i take care of people.,i excercise my right as a us citizen.,Is that your job? Or are you just a nice person? Also did you buy a gun recently?,I work at a veggie food place.,I'm a doctor who also works with animals.,Being a veg chef is my passion and it always has me wanting to be a more healthy person.,I am a chef.  I love to cook.,I work with people who eat healthy foods.
233,i take care of people.,i excercise my right as a us citizen.,"Being  a secret service agent is very rewarding and  lets me carry a gun,",I take care of people while I eat.,I do the same thing with cows.,I see so many people eating cows in the city.,I am a veterinarian and work with cows.,I do too. I work at a butcher.
234,i have two cats.,i like to eat tune.,Feline food smells like fish.,My two cats love my phones.,I just bought my first smartphone from Apple.,The cat makes me happy.  My favorite part about my iPhone is the way it vibrates when I take my phone out to the park.,"My two cats hate the new iPhones, so I can't afford them.",I love my cats and I paid for their expensive new phones.
237,my mom is the best baker in my family.,i am in my second year of medical school.,My family are all doctors who aren't good at baking.,I just learned that my mother isn't a baker because she doesn't memorize lines.,I don't cook for myself.,I love baking my mom makes some great cakes.,I don't have a mom.  I am the best baker in my family though because I memorize lines.,When I was little I used to write all my own scenes for my mom.
239,i like to surf.,i am a mechanic.,What is it you do for a living?,I like to wear a shirt with a beach ball on it.,I love wearing nice clothes on the beach.,I usually wear my beach clothes to the beach.,I like to buy nice clothes so I can surf while I buy them.,I love to go surfing.
240,i like skateboarding.,my favorite food is pizza.,I don't usually have time to cook because I am always skateboarding.,I love to skateboard with my pet.,I love to see a lot of skateboarding cats.,I have a bunch of skates with my cats.,I want to go to skate parks with cats.,Do you have any pets?
241,my father passed away when i was a teen.,i am in advertising.,"I had to get a job as a teenager because my parents both died young, and the advertising world gave me the stability I needed.",I was drafted out of high school a basketball star.,Basketball is my favorite hobby of all time.,"I never got to see my father when I was a teen, but I really like basketball.",I loved basketball growing up because I'm taller than my father and could reach the rim.,I love to play sports and basketball in my free time.
242,my father passed away when i was a teen.,i am in advertising.,It has been tough but I still succeeded.,"I'm sorry to hear that. I wish you the best in your future endeavors, though.",I have always been afraid of tall mountains.,I was raised by my uncle on the tallest mountain in the world.,"That's sad, I'm sorry to hear that. I didn't grow up in a very mountainous area, was it because of my fear of mountains?",I went skiing with my dad once.  We both died young.
243,my father passed away when i was a teen.,i am in advertising.,Sad to hear that happened then. How did you cope with it?,I had a ton of fun in high school.  I love to take walks through nature.,That must have been tough. I had to leave my parents when I was growing up.,I love walking through nature when the weather is warm.,"I have to go outside to get fresh air because of allergies, which I think is what your father was into.",I love the outdoors.
